total jobs	100	total machines	5	total factories	2
jobs weight
3	7	8	8	9	8	5	3	2	4	4	3	9	3	9	1	9	6	1	2	7	5	2	5	8	1	1	9	6	5	8	6	4	3	6	7	5	9	1	4	5	3	9	5	8	2	9	8	1	3	7	2	4	6	8	4	9	4	1	5	2	7	1	5	8	8	2	2	1	5	4	2	4	9	6	4	3	7	9	5	6	3	3	6	6	2	6	3	9	4	5	1	1	1	1	3	4	1	3	6	
machine setuptime	0
3	15	16	18	19	21	7	17	18	1	20	21	1	5	9	3	4	24	7	5	24	22	1	17	24	14	2	10	21	13	21	10	21	14	15	2	21	9	16	15	4	23	24	2	19	18	9	8	14	20	4	23	7	18	15	2	9	7	14	10	10	14	12	4	2	8	7	17	13	20	3	3	9	13	17	20	7	11	15	1	15	17	7	16	6	6	21	5	24	18	1	23	24	21	4	8	23	21	6	9	
16	22	2	7	12	13	15	6	22	16	16	7	18	4	20	3	17	10	24	2	6	4	16	7	10	9	19	24	14	17	14	20	20	23	18	9	7	11	7	13	20	2	20	1	13	20	1	20	22	23	11	7	21	1	24	14	14	21	17	21	18	5	4	17	8	15	15	2	9	8	15	3	23	22	8	12	24	13	15	5	7	9	17	10	23	3	2	6	23	10	21	9	16	9	23	1	8	21	1	6	
14	10	6	14	9	2	4	2	22	4	21	9	12	9	11	2	21	8	24	11	12	15	19	9	8	16	6	20	21	5	3	4	7	19	20	16	4	12	10	6	23	9	20	11	7	4	4	11	22	1	16	4	9	14	5	11	24	10	17	14	5	17	4	15	3	1	2	6	17	1	9	17	12	3	16	5	13	14	18	9	22	1	23	19	9	6	13	2	18	4	1	7	14	16	18	8	17	18	10	5	
16	23	21	2	9	11	13	2	6	2	24	8	20	3	9	7	6	12	14	5	3	22	13	10	23	21	24	5	10	9	12	9	10	20	20	6	4	14	6	8	8	24	9	4	4	2	21	21	1	7	22	17	9	1	20	22	2	22	17	15	2	7	11	24	17	20	5	14	12	18	24	19	1	1	11	1	22	10	11	9	18	5	16	15	6	24	15	24	11	21	1	7	24	12	14	15	16	21	1	12	
22	20	23	5	16	21	13	5	3	18	19	23	7	23	12	8	6	22	19	12	2	4	23	7	20	11	10	19	17	2	19	16	18	12	23	22	9	11	4	12	7	1	18	10	20	10	20	24	5	16	6	1	4	10	14	24	23	15	3	19	7	7	12	4	10	20	3	24	6	14	4	21	6	15	14	20	8	22	16	12	9	12	3	18	7	4	17	6	17	19	9	8	8	10	17	1	10	5	6	17	
23	10	10	17	3	20	19	17	9	12	11	3	18	5	4	9	3	2	20	18	9	23	19	8	5	7	8	1	8	1	17	15	14	13	4	1	21	7	14	22	24	20	24	18	22	21	24	9	10	5	7	14	24	11	18	13	9	4	18	7	16	12	18	2	10	3	6	18	19	5	7	15	19	4	11	2	2	5	3	19	22	20	10	19	4	21	2	10	23	24	4	13	6	12	21	3	13	18	18	9	
21	19	5	18	23	14	2	23	4	7	5	16	12	9	1	17	4	10	18	14	24	6	14	3	6	20	12	4	18	8	19	15	5	12	14	11	15	2	4	22	13	10	23	4	18	20	2	16	10	9	10	2	24	5	10	12	6	8	16	4	3	7	15	18	5	19	9	2	6	4	5	2	11	17	24	5	4	7	18	12	2	16	9	7	14	12	6	15	16	17	23	2	3	4	12	1	11	17	17	18	
18	10	17	14	12	11	3	13	12	9	19	2	16	1	11	7	1	10	3	1	10	13	2	5	4	6	18	1	6	3	6	7	23	15	24	21	16	14	12	11	20	24	1	23	8	16	9	21	7	23	1	5	12	19	18	14	11	3	2	23	8	17	14	8	24	22	22	2	16	1	6	12	5	15	15	13	20	15	1	11	16	24	18	12	19	7	11	6	19	22	5	16	4	9	20	20	1	7	5	21	
