total jobs	100	total machines	5	total factories	2
jobs weight
1	3	7	3	1	4	2	8	5	2	5	2	8	4	6	1	6	2	8	9	6	8	9	4	1	5	5	4	3	7	7	7	2	8	7	4	4	4	6	4	2	3	8	5	6	3	9	7	5	9	7	1	1	8	9	3	7	5	7	3	7	7	2	8	2	6	8	9	2	5	9	1	8	4	3	8	5	7	9	9	5	1	9	7	5	1	2	9	8	1	8	8	7	2	4	1	6	7	1	3	
machine setuptime	0
52	1	7	43	90	73	9	89	15	20	64	87	92	83	47	39	81	44	98	30	56	35	9	59	58	67	91	5	33	9	69	68	39	49	29	74	81	85	92	66	62	60	48	83	96	91	90	41	94	21	19	15	54	30	29	55	56	32	67	17	15	6	67	32	83	81	39	31	47	26	37	16	25	51	84	3	98	97	53	33	86	3	3	77	2	14	71	28	96	56	13	88	21	17	79	92	24	50	54	26	
22	62	17	89	28	95	43	1	6	58	49	49	40	14	51	94	54	99	66	63	94	64	27	89	23	93	23	68	88	52	56	94	77	57	17	8	79	40	59	57	61	20	4	87	25	26	24	59	95	2	52	19	53	25	73	6	30	85	28	46	86	34	85	92	18	72	31	64	73	79	24	69	39	33	50	25	90	57	39	91	50	27	75	24	59	59	75	50	87	37	33	86	12	87	38	98	83	66	61	26	
88	55	88	60	51	39	32	8	75	72	76	29	76	81	97	81	80	29	12	54	70	90	85	22	43	50	75	14	46	90	21	30	85	54	63	72	40	81	1	53	99	85	73	34	60	69	82	65	72	47	23	73	92	85	42	54	44	10	13	60	17	95	33	84	13	12	18	72	86	95	18	50	69	55	27	89	32	87	10	19	73	73	10	81	98	58	68	63	61	97	28	82	34	33	27	73	99	12	82	46	
4	17	55	63	73	87	93	1	47	34	63	61	7	11	29	79	69	43	42	93	27	93	57	46	77	44	44	47	63	81	44	4	40	77	91	23	86	36	89	94	2	2	37	80	81	13	1	86	22	67	47	66	57	25	94	39	57	72	34	32	3	97	51	75	76	6	19	37	66	99	91	21	24	81	38	37	87	77	3	43	4	61	78	72	52	64	98	71	17	56	56	26	1	80	13	14	30	26	36	81	
55	25	31	49	74	59	80	65	2	52	71	13	98	46	39	76	97	32	81	75	40	30	79	96	28	1	93	94	52	61	51	8	81	8	6	72	54	19	86	70	85	29	3	83	25	42	43	11	63	93	17	3	39	28	82	84	36	76	21	14	28	30	80	34	55	85	66	6	90	43	88	27	83	49	54	61	36	69	13	84	2	66	38	32	61	76	52	4	62	67	80	89	76	48	55	56	73	47	28	84	
51	6	30	84	25	96	39	77	18	39	81	76	51	8	38	57	92	5	84	37	30	85	17	62	53	30	9	38	16	28	61	67	37	85	62	63	25	7	33	79	90	64	87	38	35	28	69	99	48	33	87	40	42	88	33	93	44	81	87	16	47	7	98	36	81	50	45	55	79	58	69	42	13	52	84	89	58	80	42	1	79	82	75	44	91	78	94	69	75	14	49	97	18	14	31	90	53	70	50	26	
73	80	43	62	72	9	31	29	14	66	27	21	74	71	73	47	53	7	24	93	1	27	55	66	58	22	8	55	56	10	57	10	73	46	5	56	94	35	97	20	76	34	54	47	51	10	17	20	84	70	3	95	15	23	82	71	89	55	40	76	29	31	54	16	30	75	67	60	38	31	62	4	6	79	14	85	67	10	48	9	30	16	74	24	41	97	14	40	11	79	95	21	42	93	39	23	77	39	4	36	
94	90	16	87	47	44	54	65	10	79	20	29	18	32	38	51	42	45	41	66	10	13	5	79	2	52	22	83	38	49	42	67	93	7	51	54	29	17	84	36	4	22	97	66	59	57	55	69	11	58	68	20	57	15	53	62	49	59	17	20	17	67	74	58	96	68	78	59	62	34	71	70	6	38	50	82	52	77	46	94	77	23	8	38	10	97	89	3	61	65	53	28	99	5	50	34	98	63	14	27	
