total jobs	100	total machines	8	total factories	2
jobs weight
8	2	3	8	6	5	5	6	4	9	6	4	1	9	6	3	5	2	6	9	4	4	7	2	7	3	5	4	1	9	8	3	3	1	8	7	2	2	3	9	8	7	7	9	7	9	2	4	1	7	4	3	2	8	7	6	1	8	3	7	8	5	7	9	6	3	7	3	2	3	8	1	1	8	7	3	2	3	1	7	9	1	2	8	5	4	6	4	8	1	3	5	5	4	2	6	9	3	4	6	
machine setuptime	0
17	5	7	19	23	15	12	13	11	11	8	3	5	19	15	12	6	11	21	9	23	1	20	2	22	13	9	16	5	11	16	16	5	19	3	10	1	10	23	11	8	19	2	22	14	18	20	10	8	4	14	16	4	7	4	1	2	6	4	16	6	22	5	12	8	2	21	22	23	23	5	16	9	2	15	3	4	13	6	11	22	3	15	22	2	12	15	2	12	24	19	5	12	13	7	2	1	17	2	14	
15	17	5	21	12	1	9	5	9	2	7	1	2	16	17	4	8	12	24	7	18	3	1	3	18	22	23	11	24	3	5	10	1	1	18	23	24	1	11	12	21	15	20	20	10	22	7	19	5	9	5	23	3	22	11	20	5	7	6	12	19	20	17	20	6	20	8	6	11	15	19	7	22	3	23	1	24	24	14	1	1	12	14	10	17	9	22	15	12	20	4	13	9	9	1	8	9	12	22	11	
22	20	16	10	15	4	1	21	2	18	9	3	3	14	11	23	6	12	1	17	20	3	20	21	17	9	9	22	14	12	6	3	11	20	24	24	22	6	7	18	23	22	1	24	5	2	17	11	21	23	8	13	12	7	24	22	5	1	19	22	12	12	16	3	5	21	24	5	3	9	14	5	21	6	16	24	15	5	10	22	2	11	10	7	16	5	19	8	1	17	23	17	19	5	5	9	8	11	24	18	
16	14	15	1	10	22	7	12	15	12	6	3	4	2	17	10	9	5	4	9	22	3	5	9	23	18	19	22	5	18	8	13	9	20	12	6	7	8	20	15	6	1	14	14	21	9	2	3	14	2	16	1	11	18	4	11	17	23	20	1	7	15	8	16	13	12	20	2	24	14	10	17	23	24	18	17	16	12	8	3	6	17	2	16	13	3	5	1	4	6	24	7	23	17	20	2	24	9	9	1	
23	16	16	12	6	7	16	16	18	7	12	12	16	23	24	2	7	14	8	24	7	15	4	16	18	4	9	21	8	6	13	9	22	4	1	13	9	16	10	21	10	14	15	7	6	13	14	11	4	5	12	2	22	15	15	24	14	15	1	21	14	5	18	24	23	17	3	6	22	3	16	2	24	19	5	22	13	7	20	19	18	8	22	22	24	10	18	16	15	17	15	1	10	1	22	1	8	4	2	24	
13	19	20	24	15	18	17	2	3	24	15	3	16	23	7	6	9	12	5	21	6	5	13	8	15	5	15	7	2	10	17	24	10	17	10	7	23	20	9	17	23	12	12	19	1	13	12	21	13	10	18	22	23	13	5	9	22	5	18	10	7	22	20	17	4	7	12	21	10	20	3	20	13	4	14	11	19	23	20	19	8	16	23	11	24	5	12	14	24	8	11	5	6	2	2	5	17	3	7	9	
19	5	2	6	9	1	1	1	9	20	6	11	24	16	22	9	19	22	14	15	6	11	3	16	20	3	14	22	21	22	19	12	17	9	9	12	10	4	13	5	23	23	8	13	2	18	8	15	21	22	7	5	20	19	19	24	21	19	18	6	12	3	7	13	14	12	10	9	3	4	23	8	1	19	8	8	17	21	17	12	22	9	18	7	19	23	21	24	13	4	11	23	16	16	7	15	13	14	2	2	
19	17	7	15	15	23	8	12	12	3	4	12	15	22	10	15	15	16	6	12	24	9	4	14	19	23	18	24	19	1	10	2	2	15	18	13	23	6	16	21	2	13	20	9	24	23	7	10	1	10	17	23	8	4	8	22	17	16	1	7	24	12	15	3	5	21	12	21	10	1	20	13	17	16	17	21	14	19	2	19	1	14	2	4	1	3	23	19	9	16	16	9	21	24	23	5	23	23	16	16	
15	17	14	8	8	12	21	12	15	5	20	19	24	17	24	13	13	18	10	21	16	19	9	3	1	2	11	24	4	18	7	8	17	8	12	20	4	19	12	20	21	8	10	23	23	9	14	7	22	22	23	12	10	17	10	21	6	1	17	14	2	2	15	24	17	12	3	12	15	6	19	4	10	14	14	12	3	21	16	22	15	2	19	10	1	8	7	7	10	21	21	8	4	12	19	11	21	15	13	17	
20	8	15	15	7	22	15	13	21	3	21	16	13	22	22	11	11	7	9	20	8	9	20	16	11	7	20	12	1	23	9	19	1	16	7	18	17	14	13	12	18	21	18	3	19	4	21	20	12	13	23	5	21	8	10	18	22	5	6	18	17	2	12	1	15	23	23	24	4	1	13	10	21	7	3	1	21	8	13	3	13	14	2	18	1	21	23	7	11	3	11	22	15	6	13	15	6	11	4	3	
3	17	2	18	11	12	10	9	15	24	24	21	4	4	18	11	8	17	6	21	18	23	7	8	16	16	6	5	13	3	5	19	18	14	9	13	14	3	15	5	1	7	12	8	15	23	10	15	22	10	6	2	8	14	3	11	14	21	24	12	24	11	23	17	10	20	17	21	6	2	8	3	9	23	17	5	9	16	2	23	9	10	2	11	21	15	4	4	14	21	6	4	2	13	21	8	18	6	4	20	
