total jobs	100	total machines	10	total factories	2
jobs weight
1	2	6	5	7	8	3	4	8	1	9	3	1	6	1	5	8	4	9	5	9	5	2	6	8	1	3	1	4	4	8	3	2	4	3	6	7	8	3	6	7	1	5	5	4	8	4	6	6	9	9	2	8	4	5	5	1	5	4	7	7	3	4	8	7	5	9	1	5	9	8	6	3	9	5	6	5	8	1	5	9	7	6	2	2	7	2	2	7	2	4	6	5	8	7	9	7	2	2	3	
machine setuptime	0
70	28	37	45	19	19	46	58	63	1	73	40	34	47	30	65	7	93	73	47	40	17	77	99	32	37	68	22	13	47	88	88	2	13	16	85	36	76	1	74	22	3	60	19	85	94	76	60	1	20	44	64	57	73	27	47	44	27	43	94	29	78	66	57	83	48	42	85	58	67	13	42	43	58	56	72	20	84	21	82	49	70	78	84	84	36	52	75	72	1	72	85	24	47	85	3	8	32	98	75	
64	22	63	98	90	52	81	9	77	74	70	87	62	91	12	77	94	60	67	31	47	41	82	95	80	88	37	43	1	57	75	61	24	21	88	2	65	63	67	15	80	66	89	52	82	27	87	80	46	48	37	84	34	26	10	92	64	74	63	14	24	18	72	16	82	89	89	35	96	73	53	45	38	9	6	75	89	15	64	5	78	46	89	28	33	35	96	20	26	30	70	76	74	1	98	86	78	1	23	98	
51	56	87	28	44	1	2	78	95	94	3	33	21	54	13	76	76	40	99	88	1	25	23	11	80	92	74	92	26	72	4	21	32	82	30	62	74	85	22	4	48	99	77	21	82	13	53	63	33	12	80	85	8	77	43	23	5	74	26	25	32	71	11	43	71	23	48	17	90	51	70	15	27	60	71	94	59	13	15	46	5	20	11	67	52	50	17	37	49	26	91	44	80	12	76	38	41	45	18	38	
39	38	11	99	51	4	76	51	30	89	65	6	30	26	74	62	19	53	84	99	45	24	18	88	45	53	98	94	45	7	28	39	51	31	62	65	66	55	94	64	58	28	28	43	78	91	61	72	83	46	48	82	59	40	61	60	80	2	30	24	22	72	74	8	39	57	10	43	62	35	36	72	92	56	87	80	56	75	73	69	1	33	70	74	95	45	86	40	29	11	83	62	43	95	61	2	2	97	93	83	
53	62	21	91	67	54	85	63	5	33	21	98	13	64	72	88	87	6	71	77	14	83	34	63	17	32	5	51	25	75	14	61	94	52	80	9	96	44	28	58	96	16	22	76	44	39	31	60	7	83	96	93	45	65	13	7	85	30	28	61	74	65	29	72	74	17	52	80	83	97	73	56	41	72	7	91	7	4	88	46	58	43	57	84	15	52	12	89	24	37	64	3	4	83	60	34	14	64	84	36	
13	33	45	64	81	48	13	4	92	48	43	25	81	37	58	13	3	83	83	37	42	97	57	23	48	94	83	86	70	1	37	78	56	15	23	16	95	85	87	43	82	12	52	97	49	22	9	19	70	48	36	89	84	53	61	40	30	13	39	90	33	29	74	80	65	53	49	67	93	24	89	18	38	81	34	85	69	49	33	10	64	81	40	15	33	41	34	46	52	97	23	29	29	47	74	87	82	9	21	93	
25	1	83	99	7	88	66	33	85	65	61	68	15	65	26	97	96	94	48	99	8	54	92	9	16	54	24	17	27	85	98	92	66	46	46	40	21	14	83	7	74	16	35	48	38	29	82	49	28	47	85	35	67	37	62	55	88	41	15	58	10	35	1	83	37	92	61	56	96	83	82	94	46	43	4	72	35	48	55	97	5	26	34	60	90	44	11	17	76	99	56	72	22	58	4	11	82	67	25	40	
35	70	18	6	46	85	27	39	87	43	53	99	47	56	94	50	20	22	68	65	40	15	59	91	39	99	46	36	89	91	40	53	21	94	4	71	54	76	73	18	65	85	44	27	5	62	75	55	84	65	32	95	78	72	49	21	22	54	23	46	74	87	21	35	22	23	16	47	85	51	19	49	22	92	53	76	61	60	92	95	92	15	55	18	22	52	56	36	17	59	91	47	90	73	88	89	92	71	84	7	
