total jobs	300	total machines	5	total factories	2
jobs weight
2	2	4	8	7	6	7	5	6	2	5	8	5	3	8	5	4	7	2	6	7	7	4	2	2	1	8	6	5	9	2	3	7	4	2	9	2	8	5	2	9	7	7	7	9	8	5	7	7	8	3	3	2	5	6	1	5	4	6	3	9	5	7	9	8	2	1	4	2	9	8	8	9	3	1	3	3	1	2	6	9	8	8	1	5	6	4	6	5	4	4	2	1	8	3	6	2	8	2	3	7	9	7	5	5	8	5	5	7	5	9	2	7	3	3	1	2	4	4	8	7	6	7	8	8	4	5	2	2	6	1	2	8	5	5	9	8	4	8	8	3	8	2	1	1	2	3	9	4	8	4	9	8	5	3	5	2	1	1	3	1	3	7	8	2	1	4	3	6	3	1	2	6	2	2	1	9	5	4	8	3	5	3	1	3	9	6	7	7	8	2	7	4	1	1	6	1	5	5	4	6	6	9	6	2	2	4	7	1	9	4	2	5	1	4	8	4	8	5	3	8	3	3	9	5	4	1	1	6	5	4	5	6	4	6	1	1	4	1	5	1	3	8	9	9	9	8	5	8	3	7	9	5	2	8	4	4	8	6	4	1	4	2	9	4	5	8	4	6	9	9	8	2	7	7	4	7	6	5	5	7	5	6	1	7	5	5	4	3	8	8	2	9	2	2	8	3	6	9	1	
machine setuptime	0
77	59	83	64	32	24	41	20	37	41	54	42	10	1	42	63	67	61	74	57	61	96	95	90	53	76	72	50	86	37	68	1	23	40	61	39	44	93	64	5	43	29	86	94	26	2	90	57	53	41	92	11	40	60	46	58	28	4	52	53	62	23	64	60	89	46	7	7	1	65	75	44	43	69	60	4	14	63	26	1	67	12	14	38	57	32	12	84	26	83	19	70	73	69	76	68	25	9	90	22	12	83	21	73	5	36	42	52	94	1	71	94	75	54	64	28	18	75	67	13	82	83	40	72	81	69	7	88	10	57	98	10	72	35	4	50	28	92	4	1	72	78	10	68	74	49	82	46	5	3	51	13	65	70	92	3	31	59	21	7	61	23	21	72	62	60	91	53	53	6	26	75	33	7	84	66	97	70	16	24	94	76	56	76	80	8	63	77	53	22	39	33	28	27	60	75	46	41	9	84	50	36	1	77	51	44	97	58	11	94	20	70	40	4	37	15	65	53	49	82	62	90	43	95	97	91	27	65	70	8	38	67	23	43	30	79	82	94	10	37	20	87	60	62	83	35	7	60	93	64	55	76	57	42	74	48	85	37	41	53	69	37	24	47	13	78	23	29	69	9	42	13	56	19	14	50	48	73	40	70	71	93	95	88	23	2	34	63	45	76	33	28	58	53	67	89	94	96	98	38	
35	87	74	23	93	51	61	56	44	66	68	24	41	93	95	24	25	40	80	38	66	23	42	44	41	27	34	84	77	45	86	97	92	73	46	22	36	44	98	72	65	8	82	18	77	10	88	56	16	77	34	88	70	82	16	33	1	77	41	41	3	71	26	68	34	59	56	90	22	55	29	66	88	39	35	76	92	86	17	29	33	78	71	55	14	64	13	97	9	68	72	92	50	15	62	81	38	85	63	28	26	40	64	75	75	49	35	41	31	63	32	63	97	56	32	1	86	70	98	10	20	11	66	93	31	18	53	41	68	35	82	57	55	48	27	9	74	70	54	78	70	80	97	48	12	69	13	6	14	98	51	16	71	65	24	21	88	14	66	22	73	43	94	21	52	27	47	48	17	88	21	75	26	71	83	45	69	24	69	77	56	47	56	33	87	34	3	71	8	38	77	74	82	88	34	86	94	23	67	45	17	30	23	42	43	67	70	86	42	72	20	41	7	9	9	48	77	73	23	65	2	20	69	15	15	97	94	42	91	77	36	26	74	70	11	7	6	96	49	80	89	16	38	47	93	71	14	25	31	78	59	45	20	84	39	37	68	43	34	97	90	29	13	88	73	34	89	24	31	86	17	4	53	1	58	65	81	25	85	95	24	96	52	75	45	58	89	4	29	46	66	84	71	11	65	99	82	87	26	67	
68	56	83	5	59	20	77	89	64	51	47	65	19	22	96	40	97	61	33	50	66	73	64	56	46	59	73	3	55	50	48	35	4	26	67	4	22	15	44	33	74	33	31	10	60	93	48	46	28	9	93	82	35	39	61	87	65	99	25	8	29	82	39	45	57	13	93	95	36	72	76	33	80	47	79	77	77	96	22	25	24	18	4	81	70	4	51	76	13	61	15	99	25	96	46	36	81	27	2	45	80	26	42	48	79	67	44	89	83	66	94	26	6	96	3	96	96	74	84	42	4	63	50	36	48	47	72	73	68	80	36	87	22	59	76	57	7	64	85	37	78	81	96	25	31	57	42	51	21	7	73	26	90	30	48	43	90	41	81	38	36	78	53	34	8	97	68	62	31	9	75	86	43	71	24	14	89	2	82	39	33	2	86	90	60	74	31	23	27	26	95	37	46	25	17	62	72	17	69	88	56	63	91	71	46	8	28	11	4	31	94	28	11	7	57	22	32	12	34	46	15	1	98	98	86	20	2	27	33	39	87	81	19	91	25	1	38	13	22	55	33	46	55	56	12	20	72	24	61	52	3	58	99	11	32	71	84	61	90	52	91	33	92	8	93	52	71	54	53	55	75	7	72	43	53	32	81	79	81	28	37	2	86	72	8	44	95	28	2	42	77	32	35	13	15	58	83	99	41	83	
14	48	22	48	47	12	86	40	48	77	94	83	83	67	52	78	52	44	52	62	32	53	65	36	36	43	41	42	32	88	50	12	23	54	48	83	20	44	61	32	25	48	75	63	58	48	67	34	30	90	20	87	4	83	64	6	45	32	17	95	13	67	26	34	71	81	8	40	87	24	95	36	10	74	54	59	54	42	18	71	22	18	79	43	81	16	95	49	7	34	50	72	36	81	2	19	29	85	8	65	79	36	14	48	84	85	16	90	96	45	89	94	92	5	67	85	61	33	90	53	42	54	7	49	45	75	27	5	56	67	16	29	62	60	51	39	14	59	7	94	49	47	85	77	92	76	82	99	77	14	87	72	60	43	14	25	19	89	53	2	94	78	59	23	35	72	52	49	50	18	31	30	4	38	15	66	56	6	83	83	94	32	38	34	54	94	53	22	70	60	46	94	68	12	27	61	30	46	72	92	27	31	53	78	93	2	95	82	2	12	86	65	16	62	99	37	99	55	70	80	45	21	77	37	91	14	64	80	17	54	71	54	64	16	97	45	81	23	55	15	32	61	66	91	75	70	38	52	62	14	69	67	27	3	30	56	57	71	78	36	96	61	26	91	67	38	48	54	65	79	32	25	34	67	60	29	42	24	34	24	82	8	12	67	29	34	98	48	44	22	32	8	8	34	16	33	21	7	46	53	
79	47	73	50	79	90	63	68	21	86	72	66	94	22	21	88	3	37	83	86	19	49	53	98	21	32	33	80	99	80	92	11	90	99	34	94	26	36	27	22	51	16	49	67	11	87	78	62	32	37	93	14	28	82	22	30	42	14	77	4	60	63	51	20	1	6	80	37	11	59	68	25	4	70	70	83	31	82	25	40	37	49	51	40	2	2	84	48	11	35	60	52	43	8	41	91	44	32	87	26	60	60	59	31	88	2	51	47	39	31	59	95	70	88	85	56	61	28	42	19	1	46	1	38	74	10	43	61	95	44	41	87	85	85	31	19	44	61	14	59	3	5	44	26	20	67	37	17	6	34	58	31	23	96	27	52	63	17	95	85	55	1	32	11	77	31	76	89	48	95	94	96	72	23	96	46	8	96	51	52	22	35	52	96	18	32	78	54	6	20	98	44	65	58	65	66	15	38	47	64	10	50	34	2	86	52	95	98	89	79	87	65	78	99	7	46	65	95	2	74	78	58	10	36	98	73	53	86	60	93	52	84	75	62	86	95	65	3	79	42	57	20	13	28	30	38	61	35	74	26	53	20	45	18	47	85	62	95	17	84	60	34	62	17	24	74	13	67	14	36	44	62	35	17	5	87	17	7	16	40	94	58	3	63	55	30	85	33	99	72	88	39	45	40	7	49	66	19	83	77	
23	56	49	62	82	67	47	58	61	13	29	58	6	27	22	56	37	77	64	49	88	50	9	7	32	41	73	89	53	26	79	61	64	16	7	71	93	63	37	33	69	9	19	10	21	62	98	15	9	83	77	19	37	69	26	10	18	13	13	68	66	25	90	25	97	18	94	36	97	96	78	70	36	93	63	37	89	89	25	32	70	23	80	53	92	68	99	45	89	77	29	41	21	43	17	43	66	7	48	28	57	51	85	3	37	13	99	4	99	33	8	70	9	15	87	83	35	84	2	83	14	5	90	79	68	1	64	68	95	75	58	41	68	16	80	36	31	58	25	93	63	15	58	67	90	29	72	63	78	46	7	64	46	11	24	81	94	16	54	19	99	67	81	87	62	66	98	48	63	71	93	18	38	50	99	27	69	75	68	68	71	87	4	99	20	59	15	65	20	7	12	88	71	66	29	7	6	83	79	86	66	38	22	3	8	55	63	30	86	18	67	95	96	31	88	74	59	59	6	70	96	84	73	43	93	10	74	55	98	41	76	69	50	91	84	2	95	40	91	27	61	62	23	64	71	1	68	47	70	67	3	61	15	60	86	20	30	76	49	12	74	10	51	92	17	13	15	85	56	14	35	41	2	65	44	17	48	16	59	41	43	89	70	19	95	38	6	26	28	95	42	80	4	57	71	18	46	29	6	51	
78	79	53	65	97	26	5	15	13	94	85	61	52	74	30	52	97	24	96	42	23	42	7	84	88	50	17	80	6	14	11	14	89	41	16	68	28	93	31	43	84	49	80	78	56	20	64	86	13	16	33	22	33	38	50	69	68	50	78	91	46	87	42	14	45	94	3	86	49	64	15	8	20	89	89	34	99	70	16	73	66	14	98	89	58	49	43	4	14	16	55	28	6	20	70	11	41	39	1	32	7	79	6	39	7	26	65	45	10	18	85	82	18	9	84	38	86	95	14	75	31	3	51	43	2	24	28	87	4	65	8	85	29	27	9	86	70	58	69	1	1	99	34	9	62	93	95	40	88	36	50	98	61	63	87	60	41	61	4	49	95	62	32	1	31	45	95	24	68	90	75	59	66	3	80	67	30	55	42	34	19	81	97	4	79	47	88	73	10	42	46	21	11	16	88	6	7	14	89	42	91	19	63	51	87	55	5	94	82	78	47	30	19	87	65	46	95	2	91	51	83	19	67	50	82	10	3	95	42	63	78	61	68	41	22	80	33	40	45	51	21	45	38	13	11	57	19	6	54	69	40	32	18	97	33	9	74	25	12	42	98	72	8	16	58	45	55	23	50	80	99	17	72	34	56	38	3	41	82	78	32	89	90	28	56	24	72	87	86	36	58	84	31	61	82	68	58	22	70	24	
72	49	26	93	9	18	51	33	90	35	41	85	42	1	5	20	26	95	70	1	51	19	97	38	72	2	68	97	97	57	85	3	21	66	41	7	27	72	81	97	46	81	40	71	32	35	59	65	35	55	76	82	39	43	92	86	42	11	86	11	40	31	30	50	96	96	21	5	64	64	15	2	37	74	80	98	83	25	34	87	80	92	94	93	50	75	14	89	44	51	22	30	84	24	40	30	87	56	99	53	90	60	27	88	3	48	28	54	12	96	23	88	41	44	91	10	23	81	46	72	65	36	18	6	64	12	63	74	65	2	74	45	10	23	7	74	79	88	4	46	67	75	27	36	80	93	89	34	28	22	79	38	80	22	73	4	48	67	56	91	85	42	97	89	59	12	50	45	78	26	87	6	33	82	57	73	47	70	74	89	71	55	15	59	44	12	54	18	35	61	84	59	88	31	85	22	13	84	61	60	98	39	23	84	31	36	33	16	74	52	87	21	93	36	62	80	98	59	76	60	62	60	22	28	99	68	9	99	76	91	56	48	25	51	10	55	13	51	84	47	77	63	35	95	67	15	41	18	69	61	23	65	1	26	54	19	28	4	99	99	93	86	58	14	24	37	7	15	65	39	51	26	59	75	74	1	3	42	81	61	66	64	32	90	54	21	74	25	66	28	51	21	40	15	2	30	48	11	34	80	
