total jobs	200	total machines	5	total factories	2
jobs weight
6	7	1	6	4	6	4	6	1	6	9	4	1	3	7	8	5	9	5	3	7	3	7	3	6	3	7	5	9	8	9	1	9	2	4	7	3	1	6	3	1	5	3	1	3	6	7	2	6	5	4	2	7	7	3	7	2	9	7	7	3	1	9	4	5	8	4	2	6	7	4	4	9	8	7	5	5	4	1	7	3	5	4	4	9	9	3	3	7	7	1	9	8	9	8	4	4	3	1	3	2	9	2	2	7	9	3	7	3	4	9	4	1	7	7	6	2	1	6	1	4	7	8	1	1	4	7	3	4	2	4	9	1	4	9	5	4	9	9	1	1	2	7	1	7	2	6	6	4	1	7	3	9	5	6	3	7	7	3	9	9	9	6	2	2	5	3	7	4	6	5	9	6	4	2	2	4	1	1	7	4	9	3	3	3	7	3	8	2	5	2	3	7	1	4	4	3	5	8	6	
machine setuptime	0
86	52	85	2	23	31	1	63	62	33	80	7	23	30	90	69	64	89	18	65	73	29	60	98	59	84	44	30	7	60	34	94	47	3	25	49	58	76	71	44	90	88	33	84	12	27	21	91	70	70	79	18	74	27	28	36	80	69	80	48	93	10	66	27	65	97	69	69	8	70	17	34	88	47	33	51	39	94	76	12	42	57	95	80	19	72	9	54	95	76	39	21	56	8	30	31	75	17	53	36	33	7	36	12	91	82	37	15	56	56	65	85	93	90	20	72	24	95	92	55	66	93	41	56	48	64	73	32	66	63	45	16	5	47	13	6	91	86	33	79	22	7	79	14	92	35	37	12	13	94	58	91	17	24	44	56	36	57	32	7	89	59	49	73	1	30	13	89	44	80	47	47	7	13	93	47	73	74	67	10	21	42	61	59	28	95	40	24	93	40	23	76	54	50	2	70	12	60	86	84	
58	99	38	18	88	12	68	76	21	18	66	78	90	82	47	4	43	58	55	53	5	39	48	10	30	7	75	68	37	20	70	57	6	7	97	86	57	15	46	47	86	90	24	24	77	31	42	16	63	85	50	40	61	47	93	21	44	16	76	20	81	60	85	23	20	82	56	45	10	3	58	48	78	45	62	52	42	74	59	34	48	69	17	75	66	35	31	74	85	89	47	79	65	4	36	45	88	34	72	83	52	31	17	13	63	51	39	62	57	73	95	42	20	24	87	45	32	42	15	78	2	60	61	96	12	46	10	30	61	83	44	87	2	25	18	26	68	8	48	53	2	58	32	73	54	88	25	35	78	79	86	89	98	84	28	17	60	56	80	33	48	83	3	41	84	82	45	17	79	26	16	19	70	34	34	6	91	21	26	28	36	30	67	10	42	39	92	83	54	71	7	58	18	1	12	24	34	72	63	61	
44	47	3	53	60	73	49	66	31	2	24	99	46	51	66	90	59	23	33	38	47	4	29	53	96	28	70	11	97	37	24	83	65	29	5	43	80	25	16	26	28	36	85	28	57	68	79	28	32	55	60	14	6	35	74	14	73	80	15	77	25	89	61	52	8	55	51	73	50	7	49	5	1	46	9	83	26	83	78	65	7	80	23	50	3	21	53	83	91	90	10	94	83	14	95	86	95	27	7	27	99	10	54	69	25	78	33	36	23	65	30	91	85	63	3	73	19	88	61	52	60	20	61	30	45	70	31	48	13	73	69	83	63	96	16	32	35	4	26	50	24	57	75	47	32	89	14	13	49	35	76	55	43	44	3	46	89	84	53	50	1	37	73	19	90	2	8	53	28	10	92	89	15	75	49	15	68	67	9	92	92	32	65	77	65	66	9	6	9	59	37	47	62	91	86	5	36	31	84	41	
55	10	69	14	94	6	63	26	76	26	70	35	61	20	73	50	10	10	82	66	6	65	37	47	57	25	8	13	65	63	88	47	34	38	31	79	67	8	16	58	96	18	18	56	77	14	34	47	21	18	64	83	88	50	96	99	10	51	76	9	54	49	43	73	35	51	83	41	46	10	93	37	30	19	5	73	66	1	66	95	1	60	30	7	76	28	39	3	94	7	59	56	85	8	57	67	90	26	70	48	58	17	62	34	34	23	19	98	70	39	68	65	12	23	86	87	1	89	76	4	55	45	65	16	55	36	25	23	93	61	65	46	35	3	73	67	31	48	80	39	37	55	27	73	75	18	78	71	97	91	3	92	89	47	30	44	64	98	25	82	94	80	79	80	20	11	64	2	98	33	50	1	24	54	14	86	72	78	83	98	15	68	95	8	55	13	30	97	28	33	18	33	4	25	58	92	65	63	56	51	
74	41	14	87	98	8	80	14	43	57	13	10	10	24	19	38	70	64	72	24	64	49	51	9	91	63	80	19	32	48	53	74	54	54	99	96	37	62	69	16	86	30	12	42	48	33	19	13	12	46	98	73	8	27	56	93	87	79	58	94	93	26	47	77	96	77	66	28	26	33	2	96	62	97	62	27	8	46	29	14	15	24	84	89	96	21	47	16	79	83	41	52	28	32	10	15	16	38	8	72	60	13	83	11	89	78	78	94	71	79	65	66	76	86	45	16	82	55	26	50	16	7	11	19	26	71	99	82	88	86	53	20	44	59	10	54	44	14	12	72	35	26	27	43	51	43	22	88	25	28	74	21	4	2	82	21	86	22	61	31	50	90	63	58	91	6	54	74	63	67	43	84	2	48	99	67	53	25	96	43	90	8	62	95	11	43	10	79	19	33	19	53	92	44	36	70	28	58	80	63	
45	27	92	50	84	83	53	3	56	85	83	15	60	34	43	90	61	27	76	14	41	25	87	87	71	63	5	39	83	93	31	63	44	97	12	88	8	36	40	65	94	3	30	30	19	21	53	71	44	73	2	40	77	90	59	23	97	82	32	40	2	59	36	58	75	11	88	13	2	87	1	15	59	70	20	16	65	51	14	45	99	22	40	71	69	95	18	95	46	60	21	47	33	76	10	81	15	16	42	34	8	87	54	60	4	11	71	95	5	83	31	70	36	33	80	16	60	76	26	82	46	78	4	34	40	36	51	15	94	85	30	61	77	58	10	53	38	62	35	87	52	44	97	50	16	92	46	81	6	43	33	15	89	37	50	67	92	4	41	85	10	17	43	96	70	94	58	97	34	89	96	10	34	33	84	36	61	6	91	71	70	73	72	65	25	61	64	13	68	14	47	66	13	27	3	47	57	65	74	43	
20	78	78	75	84	24	54	25	54	2	12	85	29	22	62	58	65	95	83	33	59	76	22	79	14	52	70	7	16	5	19	80	87	33	33	94	46	58	48	61	38	29	31	21	65	14	4	60	77	9	77	84	62	69	99	92	87	54	38	73	34	26	35	56	83	82	51	74	73	53	95	35	14	59	10	73	71	41	83	87	90	89	57	25	84	45	1	20	61	16	33	38	11	11	53	57	17	79	56	21	27	96	8	87	41	84	43	30	51	76	73	1	92	50	58	8	45	27	30	23	28	42	17	91	51	12	85	19	55	92	6	33	80	48	81	1	41	23	59	82	15	58	28	13	31	24	61	79	67	11	75	12	35	57	87	20	74	57	29	25	26	21	92	9	14	38	99	8	90	10	23	14	83	96	87	76	13	65	71	89	91	63	12	39	93	11	74	5	3	42	66	5	16	76	44	44	20	69	24	88	
30	5	31	5	88	76	75	97	2	51	34	79	58	25	94	9	71	74	42	28	75	37	62	34	67	98	19	30	95	19	8	66	58	87	16	35	68	53	98	23	25	81	27	90	27	4	67	70	94	36	91	65	32	84	69	37	89	48	16	55	52	31	83	16	31	64	43	78	73	55	54	51	68	76	64	58	58	85	57	18	52	12	55	90	31	96	21	82	45	5	61	6	8	27	70	55	65	55	16	10	63	81	14	26	73	77	92	17	27	24	72	97	89	37	2	73	33	59	37	90	57	74	23	62	90	95	69	50	39	10	68	93	2	1	43	37	45	51	91	98	15	45	10	94	13	69	34	84	12	30	21	22	10	80	97	6	38	1	70	17	84	96	70	2	71	59	85	22	45	82	79	28	15	49	49	49	87	87	87	84	48	36	61	87	46	70	18	11	97	76	45	12	99	4	25	91	55	70	73	66	
98	80	6	34	29	5	53	43	37	95	35	36	35	80	31	47	67	15	51	51	25	29	47	43	38	46	72	25	51	21	19	98	84	75	54	33	66	54	69	8	47	12	81	97	72	33	84	5	34	5	99	96	85	36	18	66	11	55	83	59	63	70	23	99	43	19	43	47	49	14	32	19	59	84	66	23	70	42	66	11	67	51	99	14	54	49	83	79	94	88	68	47	8	48	68	91	77	85	29	89	8	67	57	3	78	79	65	66	48	21	98	63	47	91	22	66	16	89	50	31	20	24	65	38	8	57	23	49	45	68	95	72	77	72	47	29	64	86	86	74	35	61	93	10	15	80	70	14	63	49	15	16	78	60	52	80	96	73	38	88	67	88	67	6	10	60	87	14	40	14	73	92	68	20	45	41	66	96	84	15	2	96	54	75	23	20	39	17	19	39	51	76	21	83	99	94	62	32	47	25	
85	96	3	64	97	29	32	94	62	43	39	22	41	67	29	96	61	45	70	89	25	75	82	24	43	17	82	40	1	61	81	73	42	87	86	28	78	95	16	58	19	39	41	88	5	73	87	17	65	3	25	35	79	72	39	92	33	69	44	44	4	94	28	15	7	64	72	21	78	93	46	63	13	30	33	60	24	93	61	16	63	79	18	89	49	89	8	86	46	47	42	2	55	47	13	58	42	24	39	75	71	71	54	90	81	82	90	83	38	81	64	22	46	83	94	83	18	62	64	59	1	76	69	7	50	8	40	54	64	86	3	22	44	47	54	66	19	83	27	98	97	62	96	13	58	47	38	45	74	95	66	11	68	9	55	49	95	40	5	2	50	94	12	87	89	14	50	62	82	44	85	45	63	33	43	10	9	21	65	1	18	68	57	87	85	12	64	15	5	74	81	47	39	11	52	94	14	34	25	99	
84	94	47	58	3	64	71	82	66	82	28	71	56	28	63	85	47	79	89	88	99	17	31	82	27	22	39	64	29	43	47	46	99	90	27	70	92	94	35	47	53	26	10	77	9	94	96	41	5	27	64	51	15	45	98	48	67	34	28	16	56	49	71	16	61	5	71	10	23	37	70	67	59	71	32	33	3	64	53	44	74	89	57	80	90	5	15	31	78	78	3	61	30	29	36	67	61	36	65	3	89	76	1	53	25	58	47	52	72	99	14	29	26	27	63	50	79	18	91	64	33	5	86	12	90	36	64	12	52	5	26	73	97	68	31	60	58	48	45	44	66	39	42	76	89	17	21	33	43	76	28	29	66	86	35	77	89	91	61	99	44	50	4	41	64	41	51	93	21	26	47	15	40	90	86	14	60	63	97	95	50	45	8	50	70	19	37	61	84	90	18	36	10	36	85	22	14	96	37	3	
